词语	词性	权重	词频
让给	v	1.60	1
颤抖	vi	1.60	1
消毒	vi	1.60	1
辩护	vn	1.60	2
公诉	vn	1.60	2
彩灯	n	1.60	1
满眼	n	1.60	2
摇头	vi	1.60	2
布满	v	1.60	1
盛产	v	1.60	1
形状	n	1.60	1
卷入	v	1.60	1
住宿	v	1.60	1
须知	n	1.60	1
饭馆	n	1.60	1
烟雾	n	1.60	1
中行	n	1.60	1
快攻	vn	1.60	1
桑塔纳	nz	1.60	1
远眺	v	1.60	1
老大难	n	1.60	1
产区	n	1.60	1
出卖	v	1.60	1
可用	v	1.60	1
子弹	n	1.60	1
公用事业	nl	1.60	1
滞销	vi	1.60	1
探寻	v	1.60	1
提纲	n	1.60	1
发电机组	n	1.60	1
重叠	vi	1.60	2
顶峰	n	1.60	1
取暖	vi	1.60	1
messenger	n	1.60	1
建筑师	n	1.60	1
书市	n	1.60	1
变换	v	1.60	1
阳台	n	1.60	1
女生	n	1.60	1
党旗	n	1.60	1
新气象	n	1.60	1
链条	n	1.60	1
口径	n	1.60	1
脊梁	n	1.60	1
消防队	n	1.60	1
项链	n	1.60	1
动画	n	1.60	1
猴子	n	1.60	1
对准	v	1.60	1
丝绸之路	nl	1.60	2
发送	v	1.60	1
案头	n	1.60	1
洗礼	vn	1.60	1
责无旁贷	vl	1.60	1
登陆	vi	1.60	1
眷恋	vn	1.60	1
垂直	v	1.60	1
焚烧	v	1.60	2
打倒	v	1.60	2
利弊	n	1.60	1
谋生	vi	1.60	1
闹市	n	1.60	2
搜寻	v	1.60	1
好头	n	1.60	1
资产负债率	n	1.60	1
张扬	vi	1.60	1
居多	vi	1.60	1
奥迪	nz	1.60	1
标志性	n	1.60	1
人手	n	1.60	1
细化	v	1.60	1
站台	n	1.60	1
趣味性	n	1.60	1
离不开	v	1.60	1
埋怨	v	1.60	1
连带	vn	1.60	1
衣食住行	nl	1.60	1
黑客	n	1.60	1
封建社会	nl	1.60	1
星空	n	1.60	1
高峰期	n	1.60	1
补助费	n	1.60	1
寓意	n	1.60	1
称得上	v	1.60	1
感想	n	1.60	1
大笔	n	1.60	1
围城	n	1.60	2
忍不住	v	1.60	1
公关	n	1.60	1
触摸	v	1.60	1
车流	n	1.60	2
少不了	vl	1.60	2
打官司	vi	1.60	1
无济于事	vl	1.60	1
教会	v	1.60	2
领导层	n	1.60	1
胎儿	n	1.60	1
爆满	vi	1.60	1
旗号	n	1.60	1
炮弹	n	1.60	1
水晶	n	1.60	1
欠缺	vn	1.60	1
点火	vi	1.60	2
临走	vi	1.60	2
莫过于	vl	1.60	1
搬运	v	1.60	1
大合唱	n	1.60	4
新华	nz	1.60	1
就绪	vi	1.60	1
参赛队	n	1.60	1
酸甜苦辣	nl	1.60	1
小国	n	1.60	1
民族主义	n	1.60	1
相加	vi	1.60	1
研究室	n	1.60	1
降级	vi	1.60	1
简介	n	1.60	1
避开	v	1.60	1
代号	n	1.60	1
支持者	n	1.60	1
美景	n	1.60	2
语气	n	1.60	2
看台	n	1.60	1
抵触	vi	1.60	1
乙方	n	1.60	1
泄露	v	1.60	1
炸药	n	1.60	1
崭露头角	vl	1.60	1
视力	n	1.60	1
屁股	n	1.60	4
停下	v	1.60	1
推诿	v	1.60	1
堵截	vn	1.60	1
当之无愧	vl	1.60	1
货轮	n	1.60	1
经不起	v	1.60	1
探险	vn	1.60	1
巡视	v	1.60	1
比拟	v	1.60	1
失事	vn	1.60	1
民政局	n	1.60	1
术语	n	1.60	1
埋头	vd	1.60	1
证监会	n	1.60	1
强弱	n	1.60	1
朗诵	vn	1.60	1
十字路口	nl	1.60	1
海区	n	1.60	1
互信	v	1.60	1
了事	vi	1.60	1
洗澡	vi	1.60	1
心疼	v	1.60	1
为数不多	vl	1.60	1
角球	n	1.60	1
改写	v	1.60	1
挑剔	v	1.60	1
回笼	vn	1.60	1
做工	n	1.60	2
抗击	v	1.60	2
散落	v	1.60	1
毒贩	n	1.60	1
飞来	v	1.60	1
病魔	n	1.60	2
综述	n	1.60	1
manuel	nz	1.60	4
goodbye	n	1.60	1
solo	n	1.60	1
惦记	v	1.60	1
馈赠	vn	1.60	1
午饭	n	1.60	1
兼容	vi	1.60	1
浮现	vi	1.60	1
通病	n	1.60	1
小轿车	n	1.60	1
打架	vi	1.60	1
接下来	vl	1.60	1
天性	n	1.60	1
班级	n	1.60	1
户籍	n	1.60	1
缩减	v	1.60	1
雇用	v	1.60	1
无误	vi	1.60	1
温情	n	1.60	1
丛林	n	1.60	1
国度	n	1.60	1
例证	n	1.60	1
萌生	v	1.60	1
轮换	vn	1.60	1
行进	vi	1.60	1
必需品	n	1.60	1
提要	n	1.60	1
交汇	vn	1.60	1
旺季	n	1.60	1
姊妹	n	1.60	1
同龄人	n	1.60	1
排头兵	n	1.60	2
飞扬	vi	1.60	2
听从	v	1.60	1
冷淡	v	1.60	1
有赖于	v	1.60	1
下设	v	1.60	1
一般性	n	1.60	1
卡片	n	1.60	1
战机	n	1.60	1
桃花	n	1.60	1
卧室	n	1.60	1
进口商品	n	1.60	1
归于	v	1.60	1
饭桌	n	1.60	2
驶入	v	1.60	2
刹车	n	1.60	1
相符	vi	1.60	1
表格	n	1.60	1
文汇报	nz	1.60	1
图书室	n	1.60	1
拦截	v	1.60	1
智能化	vn	1.60	1
违约	vi	1.60	1
列出	v	1.60	1
出海	vi	1.60	1
主体性	n	1.60	1
消费量	n	1.60	1
大蒜	n	1.60	2
举债	v	1.60	1
波涛	n	1.60	1
雪上加霜	vl	1.60	1
查实	v	1.60	1
扫荡	v	1.60	1
同龄	vn	1.60	1
住所	n	1.60	1
欢喜	v	1.60	1
婚事	n	1.60	1
秧苗	n	1.60	1
平局	n	1.60	1
位子	n	1.60	1
处理厂	n	1.60	2
随之而来	vl	1.60	2
帆船	n	1.60	2
声响	n	1.60	1
刻骨铭心	vl	1.60	1
从无到有	vl	1.60	2
心想	v	1.60	2
不足以	v	1.60	1
荣辱	n	1.60	1
必读	v	1.60	1
生产国	n	1.60	1
皮革	n	1.60	1
附件	n	1.60	1
债权人	n	1.60	1
独树一帜	vl	1.60	1
文中	nr2	1.60	1
出警	v	1.60	1
伤痕	n	1.60	1
权衡	v	1.60	1
相依为命	vl	1.60	1
话筒	n	1.60	1
首发	v	1.60	1
楼梯	n	1.60	1
载有	v	1.60	1
前去	v	1.60	1
碧波	n	1.60	1
花篮	n	1.60	1
警报器	n	1.60	2
逃逸	vn	1.60	2
集聚	vn	1.60	2
传球	vn	1.60	1
物价局	n	1.60	1
立交桥	n	1.60	1
媲美	vi	1.60	1
赈灾	vn	1.60	1
量力而行	vl	1.60	1
再婚	vi	1.60	1
善后	n	1.60	1
总价值	n	1.60	1
田地	n	1.60	1
取而代之	vl	1.60	1
来得及	v	1.60	1
国税局	n	1.60	4
不复存在	vl	1.60	1
展销会	n	1.60	2
低压	n	1.60	2
境遇	n	1.60	1
过日子	vl	1.60	1
长辈	n	1.60	1
牙齿	n	1.60	2
三令五申	vl	1.60	1
成本价	n	1.60	1
波浪	n	1.60	1
解读	v	1.60	1
辩解	vi	1.60	2
制衡	vn	1.60	1
境况	n	1.60	2
收音机	n	1.60	1
间隔	n	1.60	1
美味	n	1.60	1
新编	v	1.60	1
大势	n	1.60	1
船长	n	1.60	1
谋略	n	1.60	1
标注	n	1.60	1
缴费	vi	1.60	1
初二	n	1.60	1
投篮	vn	1.60	1
残骸	n	1.60	1
三维	n	1.60	1
参赛者	n	1.60	1
挡住	v	1.60	1
通行证	n	1.60	1
限价	vi	1.60	1
牵制	vn	1.60	1
放置	v	1.60	1
港澳台	n	1.60	1
民法	n	1.60	1
扩充	v	1.60	1
教条	n	1.60	1
重镇	n	1.60	1
半停产	vn	1.60	1
采煤	vn	1.60	1
变幻	vi	1.60	1
电信业	n	1.60	1
年报	n	1.60	1
杂志社	n	1.60	1
截然不同	vl	1.60	1
头版	n	1.60	1
典籍	n	1.60	2
公章	n	1.60	1
世事	n	1.60	2
动静	n	1.60	1
步枪	n	1.60	1
羊毛	n	1.60	1
下台	vi	1.60	1
管理权	n	1.60	1
欢欣鼓舞	vl	1.60	1
复合	vn	1.60	1
小孩子	n	1.60	1
侮辱	v	1.60	1
事与愿违	vl	1.60	2
房租	n	1.60	1
应有尽有	vl	1.60	1
嘴唇	n	1.60	1
参战	vn	1.60	1
问问	v	1.60	1
代销	v	1.60	2
经办	v	1.60	1
最高峰	n	1.60	1
公正性	n	1.60	1
举例	vi	1.60	1
依附	v	1.60	1
诉讼费	n	1.60	1
选取	v	1.60	1
约束力	n	1.60	1
厚礼	n	1.60	1
慰问信	n	1.60	1
超载	v	1.60	1
新潮	n	1.60	2
半殖民地	n	1.60	1
八大	nz	1.60	1
问津	vi	1.60	1
吞吐	vn	1.60	1
纷争	n	1.60	1
冬小麦	n	1.60	1
据称	v	1.60	1
冰山	n	1.60	1
冰天雪地	nl	1.60	1
四中全会	n	1.60	1
阵营	n	1.60	1
晚餐	n	1.60	1
积攒	v	1.60	1
波折	n	1.60	1
再见	vi	1.60	1
三星	nz	1.60	1
喧闹	vi	1.60	2
招聘会	n	1.60	2
蜕变	vi	1.60	2
五湖四海	nl	1.60	2
满身	n	1.60	1
落泪	vi	1.60	1
挫败	v	1.60	2
监督权	n	1.60	1
缺席	vi	1.60	1
摄影师	n	1.60	1
评级	vn	1.60	1
资历	n	1.60	1
揭发	v	1.60	1
后台	n	1.60	1
风雨无阻	vl	1.60	2
嫌疑	n	1.60	1
由来已久	vl	1.60	1
加热	vi	1.60	1
摧残	vn	1.60	1
购得	v	1.60	1
羽毛	n	1.60	1
校领导	n	1.60	1
麦当劳	nz	1.60	1
过人	vi	1.60	1
入口处	n	1.60	1
缆车	n	1.60	1
符号	n	1.60	1
堆积	v	1.60	1
地板	n	1.60	1
屈指可数	vl	1.60	1
说不定	vl	1.60	1
作曲	vi	1.60	1
比方	n	1.60	1
冬麦区	n	1.60	1
主创	vn	1.60	1
入账	vi	1.60	1
英才	n	1.60	1
潜伏	v	1.60	1
联通	v	1.60	1
忍心	v	1.60	2
失眠	vi	1.60	1
调集	v	1.60	1
高下	n	1.60	1
界线	n	1.60	2
茅屋	n	1.60	2
捕鱼	vi	1.60	2
海洋生物	nl	1.60	2
操场	n	1.60	2
电信局	n	1.60	2
宪政	n	1.60	1
招致	v	1.60	1
方队	n	1.60	1
口碑	n	1.60	1
偿债	vn	1.60	1
强求	v	1.60	1
哽咽	vi	1.60	1
升学率	n	1.60	1
喜事	n	1.60	1
商议	v	1.60	2
不合	v	1.60	1
决策层	n	1.60	1
企业管理者	n	1.60	1
警灯	n	1.60	2
世间	n	1.60	2
初创	vn	1.60	1
泰晤士报	n	1.60	2
太极	n	1.60	1
佳肴	n	1.60	1
惊动	v	1.60	1
吉尼斯	nz	1.60	1
俗称	v	1.60	1
累积	vn	1.60	1
保修	v	1.60	1
习以为常	vl	1.60	1
家伙	n	1.60	1
滋养	v	1.60	1
流水线	n	1.60	1
大路	n	1.60	1
风速	n	1.60	1
成型	vi	1.60	1
肃立	vi	1.60	1
称呼	n	1.60	1
路牌	n	1.60	1
可见一斑	vl	1.60	1
剂量	n	1.60	2
计时	vi	1.60	1
增选	v	1.60	1
误差	n	1.60	1
出生率	n	1.60	1
作废	v	1.60	1
渊源	n	1.60	1
罚金	n	1.60	1
大相径庭	vl	1.60	1
风骨	n	1.60	1
甲板	n	1.60	2
朝气蓬勃	vl	1.60	1
伤病	n	1.60	1
收款	v	1.60	2
放纵	vn	1.60	1
平生	n	1.60	1
风骚	n	1.60	1
怨言	n	1.60	1
展演	v	1.60	1
圈子	n	1.60	1
盛装	n	1.60	1
命中	v	1.60	1
魔术	n	1.60	1
难以为继	vl	1.60	1
言语	n	1.60	2
离别	v	1.60	2
分得	v	1.60	1
现实性	n	1.60	1
碎片	n	1.60	1
拳头产品	n	1.60	1
入住	vn	1.60	1
春色	n	1.60	1
王宫	n	1.60	1
逐出	v	1.60	1
断绝	v	1.60	1
征询	v	1.60	1
课桌	n	1.60	1
争得	v	1.60	1
光环	n	1.60	1
围攻	vn	1.60	2
念叨	v	1.60	2
受聘	vi	1.60	1
火海	n	1.60	1
心事	n	1.60	1
回头客	n	1.60	1
增势	n	1.60	1
在所难免	vl	1.60	1
良莠不齐	vl	1.60	1
市场准入	nl	1.60	2
石子	n	1.60	2
确信	v	1.60	1
选址	vn	1.60	1
视窗	n	1.60	1
硅谷	n	1.60	1
键盘	n	1.60	1
治保	n	1.60	1
喷发	v	1.60	1
苏醒	vi	1.60	1
发生率	n	1.60	2
展翅	vi	1.60	1
护卫	v	1.60	1
机长	n	1.60	1
疗养	vn	1.60	1
花坛	n	1.60	1
比武	vn	1.60	1
作价	vi	1.60	1
牵连	vn	1.60	1
物色	v	1.60	1
假象	n	1.60	1
不在乎	v	1.60	1
马甲	n	1.60	1
冠亚军	n	1.60	1
团体赛	n	1.60	1
地税局	n	1.60	4
博览	vn	1.60	2
渔场	n	1.60	2
不屈	v	1.60	2
游船	n	1.60	2
尽兴	vi	1.60	1
正逢	v	1.60	1
嘴巴	n	1.60	2
头目	n	1.60	1
疏忽	vn	1.60	1
遥控	vn	1.60	1
限量	vd	1.60	1
诗作	n	1.60	1
上书	v	1.60	1
进屋	vi	1.60	1
发问	vi	1.60	1
扫帚	n	1.60	1
银色	n	1.60	1
舍弃	v	1.60	1
光阴	n	1.60	1
问号	n	1.60	1
班车	n	1.60	2
方向盘	n	1.60	1
守候	v	1.60	1
特工	n	1.60	1
放款	vi	1.60	1
胜诉	vi	1.60	1
庭长	n	1.60	1
失之交臂	vl	1.60	1
不拘一格	vl	1.60	1
救火	vn	1.60	1
妊娠	vn	1.60	1
中低收入	n	1.60	1
复核	vn	1.60	1
申明	v	1.60	1
曲调	n	1.60	1
纸浆	n	1.60	1
追捕	vn	1.60	1
礼遇	v	1.60	1
前台	n	1.60	1
银奖	n	1.60	1
旅店	n	1.60	1
日复一日	vl	1.60	1
履约	vn	1.60	1
奔忙	vi	1.60	1
割裂	v	1.60	1
捷径	n	1.60	1
能耗	n	1.60	1
发热	vi	1.60	1
口感	n	1.60	1
威慑	vn	1.60	2
纵队	n	1.60	1
拥堵	vn	1.60	1
扩容	vn	1.60	1
主营	n	1.60	1
自食其力	vl	1.60	1
风靡	v	1.60	1
串联	v	1.60	2
骚动	vi	1.60	2
灯饰	n	1.60	2
打消	v	1.60	1
怪圈	n	1.60	2
分队	n	1.60	1
姿势	n	1.60	1
核燃料	n	1.60	2
翻过	v	1.60	1
情理之中	nl	1.60	1
派生	v	1.60	1
抽屉	n	1.60	1
图文	n	1.60	1
传动	vn	1.60	1
有悖于	v	1.60	1
掀开	v	1.60	1
菜市场	n	1.60	2
不用说	vl	1.60	1
业务量	n	1.60	1
见状	vi	1.60	2
大件	n	1.60	1
闪现	v	1.60	1
增发	v	1.60	1
信息员	n	1.60	1
复发	vi	1.60	1
过期	vi	1.60	1
特质	n	1.60	2
唯恐	v	1.60	1
让位	vi	1.60	1
闭路电视	n	1.60	1
控制室	n	1.60	1
悬念	n	1.60	1
最低价	n	1.60	1
训练场	n	1.60	1
监护	vn	1.60	1
户数	n	1.60	1
交易量	n	1.60	1
人满为患	vl	1.60	1
反攻	vn	1.60	1
下课	vi	1.60	1
后遗症	n	1.60	2
日程表	n	1.60	1
打车	v	1.60	1
整机	n	1.60	1
油井	n	1.60	1
中雨	n	1.60	1
风声	nr2	1.60	1
质检	vn	1.60	1
甜瓜	n	1.60	1
党代会	n	1.60	1
收敛	v	1.60	1
酷似	v	1.60	1
凯旋	vi	1.60	2
立足点	n	1.60	1
流连	v	1.60	1
嘲笑	v	1.60	1
尾随	v	1.60	1
推断	v	1.60	1
棒球	n	1.60	1
矛头	n	1.60	1
没关系	vl	1.60	1
施用	v	1.60	1
告急	vi	1.60	1
减半	vd	1.60	1
喧哗	vi	1.60	2
小憩	vi	1.60	2
朝廷	n	1.60	2
东方红	nz	1.60	2
早点	n	1.60	1
未知	vn	1.60	4
手记	n	1.60	2
女郎	n	1.60	1
终极	n	1.60	1
家产	n	1.60	1
就业率	n	1.60	1
改嫁	vi	1.60	1
得逞	vi	1.60	1
晴天	n	1.60	1
飘落	vi	1.60	1
中考	v	1.60	1
销售商	n	1.60	1
中队长	n	1.60	2
营利	vi	1.60	1
爆竹声	n	1.60	1
帝国	n	1.60	1
钟头	n	1.60	2
计划单列市	n	1.60	1
斗殴	vi	1.60	1
重金	n	1.60	1
名为	v	1.60	1
间歇	v	1.60	1
不得已	vl	1.60	1
工作服	n	1.60	1
唁电	n	1.60	1
怪事	n	1.60	1
大法	n	1.60	1
剔除	v	1.60	1
上调	v	1.60	1
无房户	n	1.60	1
提成	vi	1.60	1
白热化	vi	1.60	1
专攻	v	1.60	1
异国他乡	nl	1.60	1
几经周折	vl	1.60	1
错觉	n	1.60	1
品行	n	1.60	1
供暖	vn	1.60	1
哄抬	v	1.60	1
对垒	vi	1.60	1
通话费	n	1.60	1
海运	vn	1.60	2
邮政编码	n	1.60	2
转账	vn	1.60	1
无动于衷	vl	1.60	1
脸面	n	1.60	1
卫生间	n	1.60	1
巨匠	n	1.60	1
貌似	v	1.60	1
海豚	n	1.60	1
耐力	n	1.60	1
舞步	n	1.60	1
扳平	v	1.60	1
神童	n	1.60	1
都会	n	1.60	1
拖网	n	1.60	2
面纱	n	1.60	2
说三道四	vl	1.60	2
分居	v	1.60	1
人影	n	1.60	2
核弹头	n	1.60	1
粉刷	v	1.60	2
开拓性	n	1.60	1
日历	n	1.60	1
还债	vn	1.60	1
微不足道	vl	1.60	1
红楼	nz	1.60	1
未成年	n	1.60	1
扑克	n	1.60	2
彩排	vn	1.60	1
叱咤风云	vl	1.60	1
长大成人	vl	1.60	1
付清	v	1.60	1
皮包	n	1.60	2
文学奖	n	1.60	2
操作系统	nl	1.60	1
车身	n	1.60	1
典故	n	1.60	1
召回	v	1.60	1
穿衣	v	1.60	1
大手笔	n	1.60	1
定金	n	1.60	1
保险费用	n	1.60	1
胆子	n	1.60	1
凤凰	n	1.60	1
票面	n	1.60	1
蕴涵	v	1.60	1
分段	vn	1.60	1
主会场	n	1.60	1
拟订	v	1.60	1
封顶	vn	1.60	1
投影	vn	1.60	1
悟性	n	1.60	1
选材	n	1.60	1
木头	n	1.60	1
休止	vn	1.60	1
大同小异	vl	1.60	1
本部	n	1.60	1
打乱	v	1.60	1
划归	v	1.60	1
疟疾	n	1.60	1
单程	n	1.60	1
受旱	vn	1.60	1
制片人	n	1.60	1
茄子	n	1.60	1
寒意	n	1.60	1
抚恤	vn	1.60	1
判罚	v	1.60	1
得不偿失	vl	1.60	1
承销	v	1.60	6
大项	n	1.60	1
保税区	n	1.60	2
挤压	vn	1.60	1
起航	vi	1.60	2
结交	v	1.60	1
煎熬	vn	1.60	1
骗子	n	1.60	1
义气	n	1.60	2
恳请	v	1.60	2
专稿	n	1.60	1
用作	v	1.60	1
市井	n	1.60	1
窃贼	n	1.60	1
先锋队	n	1.60	1
下挫	v	1.60	1
胰岛素	n	1.60	1
vintage	n	1.60	1
重创	v	1.60	1
一往情深	vl	1.60	1
取舍	vi	1.60	1
工资制	n	1.60	1
冲洗	v	1.60	1
理科	n	1.60	1
校方	n	1.60	1
相等	vi	1.60	1
漂泊	v	1.60	1
天伦之乐	nl	1.60	1
开销	n	1.60	1
书院	n	1.60	2
街市	n	1.60	2
诱惑力	n	1.60	1
感应	n	1.60	1
欢呼雀跃	vl	1.60	1
标杆	n	1.60	4
补习	v	1.60	2
扔掉	v	1.60	1
本意	n	1.60	1
售票处	n	1.60	1
浓烟	n	1.60	1
异乡	n	1.60	1
王冠	n	1.60	1
身临其境	nl	1.60	1
翻修	vn	1.60	1
笔试	n	1.60	1
走样	vi	1.60	1
同情心	n	1.60	1
资讯	n	1.60	1
报收	v	1.60	1
市价	n	1.60	1
选拔赛	n	1.60	1
顶替	v	1.60	1
反哺	v	1.60	1
在世	vi	1.60	1
客流量	n	1.60	1
主题歌	n	1.60	1
土路	n	1.60	1
陆路	n	1.60	1
捉襟见肘	vl	1.60	1
无中生有	vl	1.60	1
球技	n	1.60	1
交汇点	n	1.60	1
段落	n	1.60	1
已婚	vi	1.60	1
化身	n	1.60	1
狩猎	vi	1.60	1
自嘲	vi	1.60	1
配号	n	1.60	3
光大	v	1.60	1
遗失	v	1.60	6
奥斯卡奖	nz	1.60	1
麻雀	n	1.60	1
越位	vi	1.60	1
店面	n	1.60	2
海防	n	1.60	2
东渡	v	1.60	2
指日可待	vl	1.60	2
高耸	v	1.60	2
旅社	n	1.60	2
投奔	v	1.60	1
情愫	n	1.60	1
打量	v	1.60	2
使用税	n	1.60	1
回绝	v	1.60	1
期望值	n	1.60	1
不得而知	vl	1.60	1
理会	v	1.60	1
明镜	n	1.60	1
领带	n	1.60	1
铺垫	n	1.60	1
融会贯通	vl	1.60	1
灰尘	n	1.60	1
注释	n	1.60	1
按钮	n	1.60	1
楼宇	n	1.60	1
税基	n	1.60	2
白纸	n	1.60	1
逍遥法外	vl	1.60	1
归案	vi	1.60	1
量刑	vi	1.60	1
质问	vn	1.60	1
一拍即合	vl	1.60	1
猥亵	v	1.60	1
大祸	n	1.60	2
消费国	n	1.60	1
血本	n	1.60	1
盘算	v	1.60	1
柜子	n	1.60	2
止步	vi	1.60	1
盒饭	n	1.60	1
嫩叶	n	1.60	1
肉质	n	1.60	1
略带	v	1.60	1
安全系数	nl	1.60	1
常理	n	1.60	1
情面	n	1.60	1
理睬	v	1.60	1
退款	vi	1.60	1
委托书	n	1.60	1
好感	n	1.60	1
相交	vi	1.60	1
消火栓	n	1.60	1
社保	vn	1.60	1
哀乐	n	1.60	1
国脚	n	1.60	1
皮夹克	n	1.60	1
天幕	n	1.60	1
相接	vi	1.60	1
货真价实	vl	1.60	1
包机	n	1.60	1
坠落	v	1.60	1
名下	n	1.60	1
单词	n	1.60	1
拼音	n	1.60	1
构筑物	n	1.60	1
合法性	n	1.60	1
批文	n	1.60	1
解禁	vi	1.60	1
经济学界	n	1.60	1
冷藏	vn	1.60	1
市面	n	1.60	1
开班	v	1.60	1
散客	n	1.60	1
巡查	vn	1.60	1
原样	n	1.60	1
采编	vn	1.60	1
惨剧	n	1.60	1
都市人	n	1.60	1
工程院	n	1.60	1
满意度	n	1.60	1
缔约国	n	1.60	1
大葱	n	1.60	1
轰鸣声	n	1.60	1
恶语	n	1.60	1
哄抢	v	1.60	1
车库	n	1.60	1
口吻	n	1.60	1
阴云	n	1.60	1
蒸发	vi	1.60	1
皮球	n	1.60	1
下场	n	1.60	1
佐证	n	1.60	1
头条	n	1.60	1
透支	v	1.60	1
快车	n	1.60	2
四通八达	vl	1.60	2
搭建	v	1.60	2
千金	n	1.60	2
劝告	vn	1.60	1
晒太阳	vi	1.60	2
草拟	v	1.60	2
道出	v	1.60	1
交通费	n	1.60	1
酒杯	n	1.60	1
审判权	n	1.60	1
广电	n	1.60	1
低速	n	1.60	1
动容	v	1.60	1
装载	v	1.60	1
残余	n	1.60	1
火炮	n	1.60	1
轩然大波	nl	1.60	1
情缘	n	1.60	1
映出	v	1.60	1
胸口	n	1.60	1
体形	n	1.60	1
输赢	n	1.60	1
呼呼	v	1.60	2
冰冻	v	1.60	2
过世	v	1.60	2
亮度	n	1.60	1
遮掩	v	1.60	1
转弯	vi	1.60	1
褐色	n	1.60	1
小钱	n	1.60	1
预谋	n	1.60	1
原文	n	1.60	1
年过半百	vl	1.60	1
左右为难	vl	1.60	1
中餐	n	1.60	1
水城	n	1.60	2
预留	v	1.60	1
灭火器	n	1.60	1
超速	vn	1.60	1
更进一步	vl	1.60	1
下沉	vi	1.60	1
默哀	vi	1.60	1
季军	n	1.60	1
咆哮	vi	1.60	1
包扎	v	1.60	1
致歉	vi	1.60	1
触发	v	1.60	1
教鞭	n	1.60	1
变现	v	1.60	1
反观	v	1.60	2
北极	n	1.60	1
新景点	n	1.60	1
双胞胎	n	1.60	1
文明委	n	1.60	1
呼之欲出	vl	1.60	1
数值	n	1.60	1
亲历	vn	1.60	1
算作	v	1.60	1
杯水车薪	nl	1.60	1
拉长	v	1.60	1
楼盘	n	1.60	1
环形	n	1.60	2
红绿灯	n	1.60	1
前车之鉴	nl	1.60	1
擦亮	v	1.60	1
主讲	v	1.60	1
句子	n	1.60	1
看上	v	1.60	1
陌生人	n	1.60	1
沉溺	vi	1.60	1
过得去	vi	1.60	1
军火	n	1.60	1
消防车	n	1.60	1
入围	v	1.60	1
自力	n	1.60	1
星际	n	1.60	3
天壤之别	nl	1.60	1
宝藏	n	1.60	1
节庆	n	1.60	1
发泄	v	1.60	1
欺负	vn	1.60	1
咬牙	vi	1.60	1
出工	vi	1.60	1
昙花一现	vl	1.60	1
修葺	v	1.60	2
常客	n	1.60	1
直截了当	nl	1.60	1
忘怀	vi	1.60	1
事无巨细	vl	1.60	2
申辩	vi	1.60	1
制造者	n	1.60	1
偏好	n	1.60	1
立法权	n	1.60	1
统称	v	1.60	1
富士	nz	1.60	1
去除	v	1.60	1
推进器	n	1.60	1
中低收入者	n	1.60	1
叠加	vi	1.60	1
吐露	v	1.60	1
路况	n	1.60	4
瓜子	n	1.60	1
立体声	n	1.60	1
乐天	nz	1.60	1
巨星	n	1.60	1
同声	n	1.60	2
卖出	v	1.60	1
避险	v	1.60	1
除掉	v	1.60	1
圣诞树	n	1.60	1
罪责	n	1.60	1
药费	n	1.60	4
重力	n	1.60	1
独具匠心	vl	1.60	1
火烧	n	1.60	1
篮子	n	1.60	2
涨势	n	1.60	1
围追	vn	1.60	1
老少	n	1.60	1
上浮	v	1.60	1
满分	n	1.60	1
维修点	n	1.60	1
源流	n	1.60	1
上海交大	n	1.60	2
调料	n	1.60	1
自选	v	1.60	1
慢性病	n	1.60	1
管理学	n	1.60	1
杀手锏	n	1.60	1
二线	n	1.60	1
魔力	n	1.60	1
棋类	n	1.60	1
胁迫	v	1.60	1
低位	n	1.60	2
潜质	n	1.60	1
烂摊子	n	1.60	1
伴生	v	1.60	2
桌面	n	1.60	1
海平面	n	1.60	1
热度	n	1.60	1
漏水	vi	1.60	1
余钱	n	1.60	1
辅料	n	1.60	1
维权	v	1.60	1
强台风	n	1.60	1
及时性	n	1.60	1
高尔夫球场	n	1.60	1
敲击	v	1.60	1
销售员	n	1.60	1
扬名	v	1.60	1
豪杰	n	1.60	1
钻探	vn	1.60	1
割舍	v	1.60	1
打硬仗	vl	1.60	2
首映	v	1.60	1
险境	n	1.60	1
生姜	n	1.60	1
航空兵	n	1.60	1
丧葬	n	1.60	1
热力	n	1.60	2
联络员	n	1.60	1
混杂	v	1.60	1
盛典	n	1.60	1
腰缠万贯	vl	1.60	1
富翁	n	1.60	1
男子汉	n	1.60	1
看起来	v	1.60	1
逃走	v	1.60	1
大作	n	1.60	1
字母	n	1.60	1
切换	v	1.60	1
心安理得	vl	1.60	1
门柱	n	1.60	1
沉沦	vi	1.60	1
板材	n	1.60	1
薄膜	n	1.60	1
各自为政	vl	1.60	2
职数	n	1.60	2
沙尘暴	n	1.60	2
南来北往	vl	1.60	2
退路	n	1.60	1
眼角	n	1.60	2
对等	vi	1.60	1
完事	vi	1.60	1
富商	n	1.60	1
遗漏	v	1.60	1
人像	n	1.60	2
柔性	n	1.60	2
何乐而不为	vl	1.60	1
车长	n	1.60	1
韧性	n	1.60	1
深蓝色	n	1.60	1
rochdale	nz	1.60	1
cove	n	1.60	1
zoom	n	1.60	1
特价	n	1.60	1
立论	vi	1.60	1
计入	v	1.60	1
防备	v	1.60	1
佳人	n	1.60	1
啤酒瓶	n	1.60	4
不可逾越	vl	1.60	1
红线	n	1.60	1
和约	n	1.60	5
怀中	n	1.60	2
腿脚	n	1.60	2
卷宗	n	1.60	1
考官	n	1.60	1
