Word	Part-Of-Speech	Weight	Frequency
值	n	3.56	21
猪	n	3.55	15
原始	a	3.55	8
size	n	3.54	8
rulelist.xml	n	3.54	7
科	n	3.53	18
亏	v	3.53	13
2	m	3.53	104
来看	v	3.52	25
使用率	n	3.52	7
100	m	3.51	36
存	v	3.51	20
国有	vn	3.51	2
life	njtgj	3.51	2
动	v	3.51	11
市场经济	n	3.51	2
course	n	3.51	2
居民	n	3.51	2
效益	n	3.51	2
集体	n	3.51	2
show	v	3.51	2
斗争	vn	3.51	2
首都	n	3.51	2
违法	vi	3.51	2
military	n	3.51	2
职能	n	3.51	2
死	v	3.51	12
电脑	n	3.51	2
作风	n	3.51	2
公路	n	3.51	2
主管	vn	3.51	2
树立	v	3.51	2
values	n	3.51	6
比例	n	3.51	2
天气	n	3.51	2
失业	vn	3.51	2
纪录	n	3.51	2
立法	vi	3.51	2
父亲	n	3.51	2
予以	vx	3.51	2
违反	v	3.51	2
扶持	vn	3.51	2
蔬菜	n	3.51	2
享受	v	3.51	2
开幕	vi	3.51	2
股份制	n	3.51	2
少年	n	3.51	2
改制	vi	3.51	6
联赛	n	3.51	2
关怀	v	3.51	2
并非	v	3.51	2
分歧	n	3.51	2
心情	n	3.51	2
审计	vn	3.51	2
公园	n	3.51	2
通报	n	3.51	2
带头	vd	3.51	2
开创	v	3.51	2
支柱	n	3.51	2
赔偿	v	3.51	2
阳光	n	3.51	2
我军	n	3.51	2
照顾	v	3.51	2
阐述	v	3.51	2
上下	n	3.51	2
排名	vi	3.51	4
用人	vi	3.51	2
赋予	v	3.51	2
潮流	n	3.51	2
遏制	v	3.51	2
筹集	v	3.51	2
经济学	n	3.51	2
指责	v	3.51	2
好评	n	3.51	2
论文	n	3.51	2
校园	n	3.51	2
导演	n	3.51	2
放松	vn	3.51	2
修订	v	3.51	2
制订	v	3.51	2
上学	vi	3.51	4
许可证	n	3.51	2
欣赏	v	3.51	2
拉美	n	3.51	2
肩负	v	3.51	2
论证	v	3.51	2
航天	n	3.51	2
太阳	n	3.51	2
财力	n	3.51	2
受理	v	3.51	2
一体	n	3.51	2
拼搏	vi	3.51	2
行列	n	3.51	2
起步	vi	3.51	2
构想	vn	3.51	2
整理	v	3.51	2
起点	n	3.51	2
纲要	n	3.51	8
增值	vn	3.51	2
认定	v	3.51	2
领袖	n	3.51	2
名人	n	3.51	4
contain	v	3.51	2
定价	n	3.51	2
开会	vi	3.51	2
救援	vn	3.51	2
发布会	n	3.51	2
招生	vn	3.51	2
呼声	n	3.51	2
拨款	vi	3.51	2
受益	vi	3.51	2
压缩	v	3.51	2
投放	vn	3.51	4
选票	n	3.51	2
丧失	v	3.51	2
看好	v	3.51	2
用品	n	3.51	2
出资	vi	3.51	2
上来	vf	3.51	2
渴望	v	3.51	2
假货	n	3.51	2
政治家	n	3.51	2
消失	vi	3.51	2
丰富多彩	vl	3.51	2
激情	n	3.51	2
画面	n	3.51	2
结算	vn	3.51	2
仓库	n	3.51	2
赞助	vn	3.51	2
战术	n	3.51	2
家人	n	3.51	2
民心	n	3.51	6
防火	vn	3.51	4
姿态	n	3.51	2
帷幕	n	3.51	2
管制	vn	3.51	2
生日	n	3.51	2
杜绝	v	3.51	2
毫无	v	3.51	2
实物	n	3.51	2
起草	v	3.51	2
当做	v	3.51	2
发掘	vn	3.51	2
花钱	vi	3.51	2
挑选	v	3.51	2
怀着	v	3.51	2
联想	nz	3.51	2
房间	n	3.51	2
牢记	v	3.51	2
不惜	v	3.51	2
情形	n	3.51	2
震惊	v	3.51	2
对外贸易	nl	3.51	2
玻璃	n	3.51	2
盛会	n	3.51	2
幼儿园	n	3.51	2
历经	v	3.51	2
中将	n	3.51	2
爸爸	n	3.51	2
知名人士	n	3.51	2
合影	vi	3.51	2
带入	v	3.51	2
试行	v	3.51	2
典范	n	3.51	2
可惜	v	3.51	2
亮相	vi	3.51	2
削弱	v	3.51	2
抓起	v	3.51	4
上网	v	3.51	2
中学生	n	3.51	2
专著	n	3.51	4
传说	n	3.51	2
银行业	n	3.51	2
生效	vi	3.51	2
应急	vi	3.51	2
赶上	v	3.51	2
不懈努力	vl	3.51	2
抱怨	v	3.51	2
简化	v	3.51	2
总编辑	n	3.51	2
交叉	vd	3.51	2
跻身	v	3.51	2
储存	v	3.51	2
身着	v	3.51	2
印发	v	3.51	2
真相	n	3.51	2
养成	v	3.51	4
就职	vi	3.51	2
石头	n	3.51	2
预料	v	3.51	2
眼界	n	3.51	2
家族	n	3.51	2
摆放	vn	3.51	2
包围	v	3.51	2
保住	v	3.51	2
繁殖	vn	3.51	4
子公司	n	3.51	2
流传	v	3.51	2
心思	n	3.51	2
选定	v	3.51	2
nelson	nz	3.51	2
妥协	vi	3.51	2
兼顾	v	3.51	2
起伏	vn	3.51	2
尺度	n	3.51	2
签约	vi	3.51	2
畅谈	v	3.51	2
阻力	n	3.51	2
在建	v	3.51	2
筛选	v	3.51	2
审定	vn	3.51	2
开局	n	3.51	2
年纪	n	3.51	4
多样性	n	3.51	2
反击	vn	3.51	2
创造力	n	3.51	2
看不到	v	3.51	2
设法	v	3.51	2
重心	n	3.51	2
讲课	vi	3.51	2
理事	n	3.51	2
阻挠	vn	3.51	2
意味	n	3.51	2
评定	v	3.51	2
次数	n	3.51	2
废物	n	3.51	2
克制	v	3.51	2
引来	v	3.51	2
上马	vi	3.51	2
灭火	vn	3.51	2
出面	vi	3.51	2
监视	v	3.51	2
稿件	n	3.51	2
下令	v	3.51	2
分级	v	3.51	2
月亮	n	3.51	2
味道	n	3.51	2
谈及	v	3.51	2
argus	n	3.51	2
深市	n	3.51	2
零部件	n	3.51	2
信件	n	3.51	2
崩溃	vi	3.51	2
撤离	v	3.51	2
拥抱	v	3.51	2
幻想	v	3.51	2
直径	n	3.51	2
列举	v	3.51	2
决战	vi	3.51	2
查找	v	3.51	2
突发	vn	3.51	2
海岸线	n	3.51	2
业内人士	n	3.51	2
使者	n	3.51	4
毁坏	v	3.51	2
风浪	n	3.51	2
渲染	v	3.51	2
赞叹	v	3.51	2
关键性	n	3.51	2
满怀	v	3.51	2
彼岸	n	3.51	2
重灾区	n	3.51	2
是的	vl	3.51	2
低估	v	3.51	4
表情	n	3.51	2
想不到	vl	3.51	2
国家标准	n	3.51	2
卡通	n	3.51	2
观察员	n	3.51	8
镜子	n	3.51	2
修正	v	3.51	2
废弃	vn	3.51	2
普及率	n	3.51	2
来不及	v	3.51	2
架设	v	3.51	2
启程	vi	3.51	2
蛋糕	n	3.51	2
餐桌	n	3.51	2
阐释	v	3.51	2
盟国	n	3.51	2
损伤	vn	3.51	2
胜任	v	3.51	2
铭记	v	3.51	2
点评	v	3.51	2
上上下下	nl	3.51	2
欢呼	v	3.51	2
缘故	n	3.51	2
穿梭	vi	3.51	2
可操作性	n	3.51	2
分公司	n	3.51	2
重现	v	3.51	2
做成	v	3.51	2
班组	n	3.51	2
喝茶	vi	3.51	2
包容	v	3.51	2
差价	n	3.51	2
鉴别	vn	3.51	2
空缺	n	3.51	2
发电机	n	3.51	2
激活	v	3.51	4
直通	vn	3.51	2
相识	vi	3.51	2
注明	v	3.51	2
听证会	n	3.51	2
编成	v	3.51	2
观望	vn	3.51	2
赞助商	n	3.51	2
吞吐量	n	3.51	2
沿用	v	3.51	2
延期	vi	3.51	2
苦于	v	3.51	2
预祝	v	3.51	2
更改	v	3.51	2
赛区	n	3.51	2
港币	n	3.51	2
驱逐	v	3.51	2
纷至沓来	vl	3.51	2
总分	n	3.51	2
分发	v	3.51	2
跳台	n	3.51	2
序言	n	3.51	2
报国	vi	3.51	2
终端	n	3.51	2
切断	v	3.51	2
parameter	n	3.51	2
夯实	v	3.51	2
孵化	vn	3.51	2
退缩	vn	3.51	4
发送	v	3.51	2
求知	vn	3.51	2
学界	n	3.51	2
中坚	n	3.51	2
隐蔽	v	3.51	2
掩护	vn	3.51	2
油然而生	vl	3.51	2
心理学	n	3.51	2
技师	n	3.51	2
修好	vi	3.51	2
大钱	n	3.51	2
出局	vi	3.51	2
空袭	vn	3.51	4
users	n	3.51	4
兼容	vi	3.51	2
洪流	n	3.51	4
天才	n	3.51	2
虚构	vn	3.51	2
放大	v	3.51	2
自备	v	3.51	2
资质	n	3.51	2
机密	n	3.51	2
个性化	vi	3.51	6
管委会	n	3.51	2
流转	vn	3.51	2
规避	v	3.51	2
迷失	v	3.51	2
集聚	vn	3.51	2
报价	vn	3.51	2
试试	v	3.51	2
载有	v	3.51	2
漂浮	v	3.51	2
勤务	n	3.51	2
外形	n	3.51	2
规范性	n	3.51	2
寒冬	n	3.51	2
小孩子	n	3.51	4
quantum	n	3.51	2
提及	v	3.51	2
职业化	vn	3.51	2
据称	v	3.51	2
炫耀	v	3.51	2
王牌	n	3.51	2
现钞	n	3.51	2
证券化	vn	3.51	2
死角	n	3.51	4
管线	n	3.51	2
催化剂	n	3.51	2
课时	n	3.51	2
累积	vn	3.51	2
侵入	v	3.51	2
队列	n	3.51	2
滑行	vn	3.51	2
报答	v	3.51	2
领头羊	nl	3.51	2
寻根	vi	3.51	2
混淆	v	3.51	2
智商	n	3.51	2
迷恋	v	3.51	4
租借	v	3.51	2
平行	vi	3.51	2
弱势	n	3.51	2
账面	n	3.51	2
推移	vn	3.51	2
制动	vn	3.51	2
方向盘	n	3.51	2
强势	n	3.51	2
精灵	n	3.51	4
举步维艰	vl	3.51	2
守卫	v	3.51	2
征兵	vn	3.51	2
破损	vi	3.51	2
航向	n	3.51	2
反应堆	n	3.51	2
都会	n	3.51	2
买进	v	3.51	2
海运	vn	3.51	2
身穿	v	3.51	2
平常心	n	3.51	2
有空	vi	3.51	2
安保	n	3.51	2
挤压	v	3.51	2
分段	vd	3.51	2
定金	n	3.51	2
两端	n	3.51	2
炸毁	v	3.51	2
不顾一切	nl	3.51	2
欢呼雀跃	vl	3.51	2
庞然大物	nl	3.51	2
常态	n	3.51	2
厚度	n	3.51	4
单词	n	3.51	2
新手	n	3.51	2
血本	n	3.51	2
顶端	n	3.51	2
函数	n	3.51	2
淤泥	n	3.51	2
后起之秀	nl	3.51	2
外套	n	3.51	2
首航	vi	3.51	2
偏好	n	3.51	2
撤退	vi	3.51	2
鱼龙混杂	vl	3.51	2
三角	n	3.51	2
气流	n	3.51	2
丹心	n	3.51	2
沉沦	vi	3.51	4
嚷嚷	v	3.51	2
看起来	v	3.51	2
群岛	n	3.51	2
重油	n	3.51	2
成就感	n	3.51	4
选修	v	3.51	2
看透	v	3.51	4
商学院	ntot	3.51	2
怂恿	v	3.51	2
加码	vi	3.51	2
小结	n	3.51	2
匹配	vi	3.51	2
水涨船高	vl	3.51	2
制导	vn	3.51	2
攻击力	n	3.51	2
尾部	n	3.51	2
嘲讽	vn	3.51	2
造船业	n	3.51	2
铆钉	n	3.51	4
起落	vi	3.51	2
回溯	v	3.51	2
专委会	n	3.51	2
蒸汽机	n	3.51	2
炸掉	v	3.51	2
击落	v	3.51	2
驶离	v	3.51	2
倾角	n	3.51	2
早报	n	3.51	2
德军	n	3.51	2
弹孔	n	3.51	2
发声	vn	3.51	2
冰点	n	3.51	8
草根	n	3.51	2
最底层	n	3.51	2
前端	n	3.51	2
解密	vi	3.51	2
选项	n	3.51	2
吹捧	vn	3.51	2
锚地	n	3.51	2
舞文弄墨	vl	3.51	2
核弹	n	3.51	2
陆海空	n	3.51	2
少校	n	3.51	2
活塞	n	3.51	2
运动衫	n	3.51	2
难倒	v	3.51	2
军礼	n	3.51	2
弧线	n	3.51	2
破坏力	n	3.51	2
词性	n	3.51	2
涨跌	v	3.51	4
中间商	n	3.51	14
预处理	vn	3.51	2
出港	vn	3.51	2
倾覆	v	3.51	2
收纳	vn	3.51	2
斜坡	n	3.51	2
汽轮机	n	3.51	2
赎罪	vi	3.51	2
投射	v	3.51	2
岛礁	n	3.51	2
战利品	n	3.51	2
限速	n	3.51	2
造作	v	3.51	2
大忌	n	3.51	2
中继	vn	3.51	2
瞎扯	v	3.51	2
翼展	n	3.51	2
钢索	n	3.51	2
美洲虎	nz	3.51	2
UPDATE	v	3.51	2
PANG	v	3.51	2
题库	n	3.51	2
同音字	n	3.51	2
水印	n	3.51	2
可见度	n	3.51	2
极性	n	3.51	2
载弹量	n	3.51	2
延宕	v	3.51	2
桁架	n	3.51	2
赌气	v	3.51	2
敌舰	n	3.51	2
航渡	v	3.51	2
洗衣房	n	3.51	2
弹道	n	3.51	2
鱼叉	n	3.51	2
主力舰	n	3.51	4
摩擦系数	n	3.51	4
拖船	n	3.51	2
投弹	v	3.51	2
减	v	3.50	12
颜色	n	3.49	7
相通	vi	3.49	7
默认	v	3.49	7
谨慎	a	3.49	11
帮手	n	3.49	6
声	ng	3.48	13
力争	v	3.48	5
please	v	3.48	10
农历	n	3.48	5
折合	v	3.48	5
名校	n	3.48	5
狂轰滥炸	vl	3.48	5
声纳	n	3.48	5
顶	ng	3.48	23
军	n	3.47	22
毕竟	d	3.47	16
一下	mq	3.46	15
换	v	3.46	16
内存	n	3.46	8
脖子	n	3.46	5
误解	n	3.45	6
股市	n	3.45	9
专利	n	3.45	9
合伙人	n	3.45	9
调	v	3.45	16
权	n	3.44	17
简介	n	3.44	33
远洋	b	3.44	10
DELETE	n	3.44	8
远	ad	3.43	29
收	v	3.42	18
逐步	d	3.42	11
笔	n	3.42	17
执法	vi	3.42	3
核查	vn	3.42	3
发言	vi	3.42	3
舆论	n	3.42	3
议会	n	3.42	3
战胜	v	3.42	3
市政府	n	3.42	3
登记	v	3.42	3
环保	n	3.42	3
解放	v	3.42	3
迎接	v	3.42	3
吸收	v	3.42	3
名单	n	3.42	3
示范	vn	3.42	3
公民	n	3.42	3
见到	v	3.42	3
竞赛	vi	3.42	3
场所	n	3.42	3
律师	n	3.42	3
capital	n	3.42	3
授予	v	3.42	3
来华	vi	3.42	3
女士	n	3.42	3
夫妇	n	3.42	3
移民	n	3.42	3
开办	v	3.42	3
赛事	n	3.42	3
兄弟	n	3.42	3
福利	n	3.42	3
询问	v	3.42	3
图书馆	n	3.42	3
头脑	n	3.42	3
享有	v	3.42	3
筹备	vn	3.42	3
统筹	vn	3.42	3
凝聚	v	3.42	3
带有	v	3.42	3
季节	n	3.42	6
美术	n	3.42	3
部委	n	3.42	6
收藏	v	3.42	3
争夺	vn	3.42	3
懂得	v	3.42	3
风采	n	3.42	3
removal	n	3.42	3
上任	vi	3.42	3
契机	n	3.42	3
公告	n	3.42	3
国土	n	3.42	3
聚集	v	3.42	3
酝酿	vn	3.42	3
脱颖而出	vl	3.42	3
生涯	n	3.42	3
力求	v	3.42	3
经济学家	n	3.42	3
司长	n	3.42	3
阻碍	v	3.42	3
增效	v	3.42	6
讲解	v	3.42	3
情报	n	3.42	3
减产	v	3.42	3
排列	v	3.42	3
先行	vn	3.42	6
情怀	n	3.42	3
录取	v	3.42	3
解答	vn	3.42	3
过往	vi	3.42	3
邮件	n	3.42	3
示威	vi	3.42	3
查阅	v	3.42	3
出手	vi	3.42	3
金属	n	3.42	3
众人	n	3.42	3
放眼	v	3.42	3
收拾	v	3.42	3
园区	n	3.42	3
捕捉	v	3.42	3
纵横	v	3.42	3
特殊性	n	3.42	6
制成	v	3.42	3
身材	n	3.42	3
涌入	v	3.42	3
切入点	n	3.42	3
耽误	v	3.42	3
科目	n	3.42	3
开花	vi	3.42	3
堡垒	n	3.42	3
国产化	vn	3.42	3
变形	vn	3.42	3
标识	n	3.42	3
封闭式	n	3.42	3
情结	n	3.42	3
睡觉	vi	3.42	3
推介	v	3.42	3
熟知	v	3.42	3
出事	vi	3.42	3
升温	vi	3.42	3
歌词	n	3.42	3
频道	n	3.42	3
壁垒	n	3.42	6
指向	v	3.42	3
艺术界	n	3.42	3
呵护	v	3.42	3
间谍	n	3.42	3
列强	n	3.42	3
印证	v	3.42	3
登陆	vn	3.42	3
炮弹	n	3.42	3
设定	v	3.42	3
残留	vn	3.42	3
盛世	n	3.42	3
中资企业	n	3.42	3
胜过	v	3.42	3
机体	n	3.42	3
还给	v	3.42	3
试卷	n	3.42	3
沉寂	v	3.42	3
病例	n	3.42	3
迟到	vi	3.42	3
天平	n	3.42	3
调侃	v	3.42	3
我校	n	3.42	3
取名	v	3.42	3
硅谷	n	3.42	3
焊接	v	3.42	3
靶场	n	3.42	3
运输机	n	3.42	3
反攻	vn	3.42	3
名为	v	3.42	3
全貌	n	3.42	3
低调	n	3.42	3
脱落	v	3.42	3
赔钱	vi	3.42	3
风头	n	3.42	3
强力	n	3.42	3
火炮	n	3.42	3
反观	v	3.42	3
热度	n	3.42	3
控制权	n	3.42	3
大中小学	n	3.42	3
胜利者	n	3.42	3
纳斯达克	nz	3.42	3
福祉	n	3.42	3
吹嘘	v	3.42	3
速成	vn	3.42	3
水漂	n	3.42	3
峰值	n	3.42	3
后市	n	3.42	3
棺材	n	3.42	3
发行价	n	3.42	3
傻子	n	3.42	3
博弈	vn	3.42	3
支架	n	3.42	3
层级	n	3.42	3
读取	v	3.42	3
线性	n	3.42	3
玩意	n	3.42	3
高跟鞋	n	3.42	3
学分	n	3.42	3
文言文	n	3.42	3
结语	n	3.42	3
跟进	vn	3.42	3
阵列	n	3.42	3
机枪	n	3.42	3
柔韧性	n	3.42	6
猜猜	v	3.42	3
mandarin	n	3.42	3
空战	v	3.42	3
现场	s	3.42	12
马真	nr	3.41	10
前沿	s	3.41	16
早期	f	3.41	17
invoked	vd	3.41	25
电视	n	3.41	4
预见	v	3.40	4
href	n	3.40	332
中信	nz	3.40	4
2000	m	3.40	8
先后	d	3.40	9
尾	ng	3.40	14
随时	d	3.39	6
被迫	d	3.39	6
还要	d	3.38	16
南海	ns	3.38	54
大部分	m	3.37	17
1000	m	3.37	13
兵	n	3.36	16
始终	d	3.36	9
真的	d	3.36	10
马上	d	3.36	7
学好	v	3.36	9
void	n	3.36	9
阿里巴巴	nt	3.34	10
同比	n	3.34	12
道路	n	3.34	15
缺口	n	3.34	5
慢慢	d	3.33	9
观	vg	3.32	20
10	m	3.32	100
公共	b	3.32	53
派	nms	3.32	19
光辉	a	3.31	8
远远	d	3.31	14
const	n	3.31	89
working	vi	3.31	23
医生	n	3.30	4
倡导	v	3.30	4
色彩	n	3.30	4
淘汰	v	3.30	4
养老	vn	3.30	4
开通	v	3.30	4
扩散	v	3.30	4
人力	n	3.30	4
高峰	n	3.30	4
审美	vn	3.30	4
记载	v	3.30	4
宣告	v	3.30	4
也就是说	vl	3.30	4
精髓	n	3.30	4
走近	v	3.30	4
升起	v	3.30	4
地步	n	3.30	4
意向	n	3.30	4
商贸	n	3.30	4
全人类	n	3.30	4
触摸	v	3.30	4
演示	vn	3.30	4
跌幅	n	3.30	4
堆积	v	3.30	4
催生	vi	3.30	4
归属感	n	3.30	4
胸口	n	3.30	4
效用	n	3.30	4
受访者	n	3.30	4
正负	n	3.30	4
回暖	vi	3.30	4
跑	v	3.28	14
https	n	3.28	105
庞大	a	3.28	9
fails	v	3.26	8
大多	d	3.25	9
难免	v	3.25	9
sResult.c_str	n	3.24	19
器	ng	3.24	50
活	n	3.24	19
爆	v	3.23	18
迷路	vi	3.23	2
过期	vi	3.23	9
包	v	3.22	9
持	v	3.21	15
马	n	3.21	12
人民政府	nl	3.20	5
警察	n	3.20	5
药品	n	3.20	5
全民	n	3.20	5
enter	v	3.20	5
期望	vn	3.20	5
包装	n	3.20	5
放心	v	3.20	5
诸如	v	3.20	5
地带	n	3.20	5
关联	vn	3.20	5
奖学金	n	3.20	5
角落	n	3.20	5
新生	v	3.20	5
崇拜	v	3.20	5
背离	v	3.20	5
打通	v	3.20	5
纵向	n	3.20	5
圈子	n	3.20	5
割裂	vn	3.20	5
导入	v	3.20	5
夏令营	n	3.20	5
波段	n	3.20	5
风向标	n	3.20	5
考量	vi	3.20	5
在业	v	3.20	5
交互	b	3.20	10
一路	mq	3.20	15
敢	v	3.20	24
山	n	3.20	8
证	n	3.19	33
舒适	a	3.19	18
lingo	n	3.19	48
歼	vg	3.18	24
重型	b	3.18	14
真	a	3.18	66
排	v	3.18	9
优质	b	3.18	27
高效	b	3.18	25
众多	m	3.18	11
成熟	a	3.18	8
整	v	3.18	12
幸福	a	3.18	5
公平	a	3.18	5
LSO	n	3.18	5
率	v	3.18	10
共同体	n	3.18	13
推	v	3.17	23
平	v	3.17	70
吹	v	3.17	7
待	vi	3.16	10
聊	v	3.16	10
止	v	3.16	19
权威	a	3.16	7
突然	ad	3.16	5
伟大	a	3.16	6
盘	ng	3.16	12
可用	a	3.16	6
系	v	3.15	13
指	v	3.15	19
国内外	s	3.15	10
独特	a	3.15	14
势	ng	3.14	15
师	ng	3.14	17
史	ng	3.14	9
扯	v	3.14	9
沉	v	3.14	10
上述	b	3.14	13
楼	n	3.13	186
频繁	a	3.13	16
实用	a	3.13	10
团	n	3.12	14
负担	n	3.12	6
潜在	b	3.12	12
管	v	3.12	13
以下	f	3.12	20
VIPKID	x	3.11	16
上面	f	3.11	15
有益	a	3.11	4
相同	a	3.11	4
精密	a	3.11	4
赢	v	3.11	21
拍	v	3.11	18
绝对	d	3.10	12
大势	n	3.10	9
坚固	a	3.10	7
parameters	n	3.10	50
标	v	3.09	14
前后	f	3.09	13
坚决	ad	3.08	7
女王	n	3.08	43
帖	ng	3.08	17
客观	a	3.08	9
随后	d	3.08	20
ownership	n	3.08	11
短期	b	3.08	15
广阔	a	3.07	9
精彩	a	3.07	5
疯狂	ad	3.07	5
密切	ad	3.06	6
试	v	3.06	56
买卖	vn	3.06	7
loading	vd	3.06	7
文件夹	n	3.06	7
博格巴	nrf	3.05	9
SaaS	x	3.05	6
有力	a	3.04	8
职	ng	3.04	15
新区	n	3.04	7
狂热	an	3.02	9
型	k	3.01	60
贷款	n	3.00	8
有意思	al	3.00	10
经纪人	n	3.00	8
聚	v	3.00	18
得益	vi	3.00	10
库	n	3.00	32
get	v	3.00	8
实在	d	2.99	6
左右	m	2.99	24
暂时	d	2.98	7
居然	d	2.98	7
xw.qq.com	n	2.97	6
lJWordFreq.h	n	2.97	3
一般情况	n_new	2.97	3
东方网	n_new	2.97	3
合法	a	2.97	9
具	vg	2.96	17
institute	n	2.96	9
processing	n	2.96	9
twitter	vi	2.96	9
1	m	2.96	162
大幅	d	2.95	8
大大	d	2.95	7
反复	d	2.95	5
单独	d	2.95	5
流利	a	2.93	10
cj.sina.com.cn	n	2.93	5
愚蠢	a	2.92	7
常常	d	2.92	6
必将	d	2.92	6
result.entity_list	n	2.92	72
result.sentiment_score	n	2.92	6
义先	nr2	2.92	4
            		2.91	188
的确	d	2.91	10
刚好	d	2.91	7
里根	n	2.91	3
城	n	2.91	10
石	ng	2.91	8
考	v	2.90	14
基本上	d	2.90	12
错	v	2.90	11
西方	s	2.89	15
竟然	d	2.88	10
较为	d	2.88	9
也许	d	2.88	12
双翼	n	2.88	4
飞香	nr2	2.88	5
最为	d	2.88	8
班	n	2.87	7
研	v	2.87	8
生	v	2.86	11
歼敌	v	2.86	5
新高	n	2.86	12
队	n	2.85	13
浪	n	2.85	7
弹	ng	2.85	7
损	vg	2.85	14
空	a	2.85	25
沉浸	vi	2.85	6
改	v	2.85	16
增	v	2.84	10
归	v	2.84	11
相控阵	n	2.84	7
洗	v	2.84	8
游	v	2.84	8
心里	s	2.84	8
心中	s	2.84	8
LIBRARY	n	2.83	13
利	n	2.83	11
以前	f	2.83	9
高速	b	2.83	9
核	n	2.82	8
养	v	2.82	11
牌	n	2.82	9
example	n	2.82	47
emotion	n	2.81	14
后面	f	2.81	14
改名	vi	2.81	5
外部	f	2.81	11
么	nr1	2.81	10
舷	ng	2.81	12
识	v	2.80	9
思	v	2.80	7
湾	ng	2.80	7
装甲	b	2.80	11
业	ng	2.80	14
丢	v	2.79	9
抗	v	2.79	8
坑	n	2.79	8
懂	v	2.79	16
澳大利亚	nsf	2.79	39
善	ng	2.79	10
cardano	x	2.78	9
决心	n	2.78	7
索	vg	2.78	30
answer	n	2.77	16
地震	n	2.77	3
猫	n	2.77	22
10万	m	2.76	10
张召忠	nr	2.76	15
可靠	a	2.76	9
幸运	a	2.75	5
费	n	2.75	15
源	ng	2.75	22
argv	n	2.74	40
免责	vn	2.74	9
席卷	v	2.73	7
一代	n	2.72	17
4	m	2.72	92
编	v	2.71	9
产权	n	2.71	16
总裁	n	2.71	8
blocks	n	2.71	8
network	n	2.71	4
academy	n	2.71	4
肚子	n	2.71	4
执行官	n	2.71	4
监察员	n	2.71	4
快车	n	2.71	4
涂料	n	2.71	8
黄蜂	n	2.71	4
往复	vd	2.71	4
BigONE	x	2.71	8
不错	a	2.71	11
合	v	2.70	19
博大精深	vl	2.70	3
修饰	v	2.70	3
所有权	n	2.67	5
形容	v	2.67	5
凤凰	n	2.66	26
著名	a	2.65	8
对称	a	2.65	7
restart	n	2.64	8
lJWordFreq	x	2.63	12
强盛	an	2.63	6
new.qq.com	n	2.62	18
旱鸭子	n	2.62	3
自豪	an	2.62	7
一边	d	2.62	11
典型	a	2.62	12
控	v	2.61	28
全新	b	2.60	21
中型	b	2.59	9
标题	n	2.59	39
卓越	a	2.59	14
news.sohu.com	n	2.59	2
nMaxKeyLimit	n	2.59	4
fileDir.at	n	2.59	12
extrator	n	2.59	2
bSummaryNeeded	n	2.59	2
struct	n	2.59	2
nMaxClus	n	2.59	2
nMaxDoc	n	2.59	2
userdict.txt	n	2.59	2
广泛关注	n_new	2.59	2
光明日报	ntqg	2.59	2
开营	nr2	2.59	2
凤凰网	ntz	2.59	2
一文	nr2	2.59	2
金融危机	n_new	2.59	2
南方都市报	ntgd	2.59	2
.c_str	n	2.58	27
20	m	2.57	87
第五	m	2.57	10
热门	a	2.57	9
重要性	n	2.57	8
脆弱	a	2.57	4
小心	a	2.57	4
安心	a	2.57	4
原来	d	2.57	7
初期	f	2.57	19
船上	s	2.57	7
BIG5_CODE	n	2.57	5
%d\n	n	2.57	5
总共	d	2.56	11
大规模	b	2.56	18
兰	ng	2.56	7
勇敢	a	2.55	5
麻烦	an	2.55	5
cryptoPunk	x	2.55	22
一次次	m	2.55	10
独家	d	2.54	5
不久	m	2.54	8
漫长	a	2.54	6
尤其	d	2.53	44
NULL	a	2.53	27
sLicenceCode	n	2.53	12
dE_ComputeSentimentDoc	n	2.53	3
新闻发言人	n_new	2.53	3
等同	vi	2.52	7
值得一提的是	vl	2.52	9
小型	b	2.52	7
愿	v	2.52	13
四	m	2.52	47
记	v	2.52	11
福	n	2.51	10
矿	n	2.51	34
尴尬	a	2.51	5
贪婪	an	2.51	5
挖	v	2.51	30
望	v	2.51	6
熊	n	2.51	6
中间	f	2.51	8
降	v	2.51	8
韩国	nsf	2.51	42
拼	v	2.51	8
锁	v	2.51	8
现役	b	2.50	16
锈迹	n	2.50	5
狗	n	2.50	12
厉害	a	2.50	6
亮	vi	2.50	7
必然	d	2.50	8
频频	d	2.50	6
痛苦	a	2.49	5
当中	f	2.49	11
画	v	2.48	7
做法	n	2.48	3
表演	vn	2.48	3
美好	a	2.48	3
受伤	vi	2.48	3
艰难	a	2.48	3
内心	n	2.48	3
得出	v	2.48	3
单一	a	2.48	3
细致	a	2.48	3
惯例	n	2.48	3
单纯	a	2.48	3
深远	a	2.48	3
蓬勃	a	2.48	6
开阔	a	2.48	3
恶劣	a	2.48	3
遥远	a	2.48	3
欣慰	a	2.48	6
华为	nz	2.48	3
密集	a	2.48	3
干净	a	2.48	3
戴	nr1	2.48	14
受阻	vi	2.48	3
惊喜	an	2.48	3
制假	v	2.48	3
着急	a	2.48	3
独到	a	2.48	3
总领馆	n	2.48	3
陆战队	n	2.48	3
磁悬浮	n	2.48	3
匿名	vi	2.48	3
位移	v	2.48	3
水柱	n	2.48	3
分册	n	2.48	3
迷茫	an	2.48	3
KILT	n	2.48	3
executor	n	2.48	3
卫视	n	2.48	6
